Date,Open,High,Low,Close,Adj Close,Volume
2006-10-30,118.660004,118.959999,117.800003,118.550003,94.462524,267800
2006-10-31,117.980003,118.459999,117.699997,118.000000,94.024300,427400
2006-11-01,118.750000,119.099998,117.360001,117.550003,93.665726,397500
2006-11-02,117.860001,118.540001,117.540001,118.250000,94.223495,284800
2006-11-03,118.620003,118.620003,117.309998,117.660004,93.753372,297200
2006-11-06,118.650002,120.290001,118.500000,119.730003,95.402786,426200
2006-11-07,122.949997,123.000000,120.949997,121.209999,96.582069,718100
2006-11-08,122.000000,123.550003,121.739998,123.459999,98.374916,471400
2006-11-09,123.459999,123.459999,122.150002,122.389999,97.522308,442700
2006-11-10,122.269997,122.269997,121.019997,121.820000,97.068123,803000
2006-11-13,120.830002,121.160004,120.279999,120.879997,96.319115,446200
2006-11-14,124.849998,125.019997,123.570000,124.820000,99.458565,1052000
2006-11-15,124.019997,124.629997,123.500000,123.849998,98.685661,546800
2006-11-16,123.500000,123.500000,122.489998,122.580002,97.673721,470900
2006-11-17,123.000000,123.250000,122.500000,122.879997,97.912743,474400
2006-11-20,118.000000,120.449997,118.000000,118.669998,94.558151,1160100
2006-11-21,118.129997,118.360001,117.900002,118.230003,94.207565,448100
2006-11-22,119.739998,120.000000,119.220001,119.690002,95.370911,389200
2006-11-24,118.949997,119.059998,118.110001,118.610001,94.510353,499700
2006-11-27,118.669998,120.900002,117.379997,117.440002,93.578087,1053900
2006-11-28,117.400002,117.610001,116.730003,117.440002,93.578087,580700
2006-11-29,119.230003,119.750000,118.779999,119.410004,95.147797,574000
2006-11-30,120.699997,120.730003,119.550003,120.050003,95.657776,760900
2006-12-01,120.339996,120.690002,119.239998,120.000000,95.617912,671500
2006-12-04,120.000000,121.300003,119.830002,121.180000,96.558167,477600
2006-12-05,120.500000,121.019997,119.989998,121.000000,96.414749,391200
2006-12-06,120.989998,121.519997,120.750000,121.300003,96.653793,472000
2006-12-07,122.389999,122.389999,121.349998,121.650002,96.932693,322900
2006-12-08,121.889999,122.839996,121.889999,121.989998,97.203590,515800
2006-12-11,122.699997,122.699997,122.070000,122.669998,97.745430,428000
2006-12-12,123.000000,123.629997,122.489998,123.610001,98.494431,499000
2006-12-13,124.599998,124.660004,123.820000,124.250000,99.004379,529700
2006-12-14,125.129997,126.059998,124.779999,125.699997,100.159767,337300
2006-12-15,126.000000,126.199997,125.339996,125.760002,100.207588,276100
2006-12-18,126.260002,126.959999,125.750000,126.099998,100.478485,221500
2006-12-19,126.000000,126.980003,125.389999,126.699997,100.956589,259200
2006-12-20,127.800003,128.369995,127.660004,128.220001,102.167755,306400
2006-12-21,129.960007,130.690002,129.630005,130.070007,103.641884,577200
2006-12-22,131.750000,132.279999,130.800003,131.910004,105.108002,348600
2006-12-26,131.250000,132.490005,131.110001,131.610001,104.868942,508100
2006-12-27,133.360001,134.270004,132.919998,134.259995,106.980530,570600
2006-12-28,134.279999,134.839996,133.710007,134.259995,106.980530,513700
2006-12-29,134.190002,135.089996,133.440002,134.309998,107.020340,314400
2007-01-03,135.250000,136.539993,134.449997,135.300003,107.809204,758600
2007-01-04,136.649994,137.970001,135.639999,137.770004,109.777374,842700
